會計項目,流動比率,速動比率,利息保障倍數,毛利率,存貨週轉率,負債比,稅後淨利率,ROE,ROA,股票代碼,股票名稱,股票類別,判斷
2019,213.16,191.34,22.76,22.67,9.98,35.41,10.33,14.72,9.27,4958,臻鼎-KY,電子零組件業,2019_4958
2019,543.86,484.29,1355.43,28.18,5.22,14.43,9.21,6.19,5.15,4999,鑫禾,電子零組件業,2019_4999
2019,150.59,114.38,10.77,17.88,5.2,49.54,7.49,10.23,5.37,5469,瀚宇博,電子零組件業,2019_5469
2019,121.6,105.71,5.2,14.32,8.39,60.69,4.48,9.19,4.22,6108,競國,電子零組件業,2019_6108
2019,240.32,222.81,50.02,18.86,9.82,39.42,8.77,11.72,7.19,6115,鎰勝,電子零組件業,2019_6115
2019,247.39,198.49,14.48,19.22,4.29,21.58,1.93,1.49,1.27,6133,金橋,電子零組件業,2019_6133
2019,107.03,94.41,14.9,17.25,9.96,47.85,17.91,29.76,14.02,6141,柏承,電子零組件業,2019_6141
2019,208.03,186.8,6.18,15.18,6.03,51.8,2.41,3.16,1.72,6153,嘉聯益,電子零組件業,2019_6153
2019,211.27,191.53,16.21,25.13,3.04,33.43,12.36,5.66,3.84,6155,鈞寶,電子零組件業,2019_6155
2019,140.82,100.4,6.82,14.14,4.75,51.19,3.91,6.07,3.34,6191,精成科,電子零組件業,2019_6191
2019,335.05,276.2,43.32,23.15,4.39,27.26,7.27,8.66,6.19,6197,佳必琪,電子零組件業,2019_6197
2019,355.59,323.65,87.73,29.39,6.05,21.89,9.54,6.52,5.06,6205,詮欣,電子零組件業,2019_6205
2019,143.35,122.12,44.74,20.09,8.94,61.99,10.35,29.12,11.95,6213,聯茂,電子零組件業,2019_6213
2019,321.59,282.74,82.55,49.25,3.21,27.24,22.23,17.17,13.29,6224,聚鼎,電子零組件業,2019_6224
2019,319.06,290.05,46.39,22.84,6.64,36.36,12.11,15.33,10.38,6269,台郡,電子零組件業,2019_6269
2019,156.43,117.57,46.47,14.41,4.28,55.92,7.98,17.73,8.02,6282,康舒,電子零組件業,2019_6282
2019,130.89,86.17,45.14,16.37,4.35,61.8,4.99,21.94,8.05,6412,群電,電子零組件業,2019_6412
2019,150.66,123.37,8.4,23.07,3.1,46.23,6.94,7.11,4.27,6449,鈺邦,電子零組件業,2019_6449
2019,331.12,290.24,41.19,22.93,4.86,35.36,8.15,8.39,5.44,8039,台虹,電子零組件業,2019_8039
2019,374.15,299.37,6.4,5.23,6.85,23.72,0.99,1.05,0.96,8046,南電,電子零組件業,2019_8046
2019,225.47,183.65,18.28,28.87,4.05,41.44,5.6,6.98,4.48,8103,瀚荃,電子零組件業,2019_8103
2019,155.27,137.51,9.77,14.82,7.97,59.51,4.79,8.59,4.08,8213,志超,電子零組件業,2019_8213
2019,349.87,316.03,367.2,14.53,8.81,24.6,4.4,5.62,4.09,8249,菱光,電子零組件業,2019_8249
2020,215.09,196.59,47.97,9.99,11.4,34.59,36.49,46.82,28.28,1471,首利,電子零組件業,2020_1471
2020,178.7,159.08,55.77,26.29,8.31,46.97,10.09,16.3,9.11,1582,信錦,電子零組件業,2020_1582
2020,799.33,764.48,136.67,52.38,4.92,16.85,24.26,10.66,8.99,2059,川湖,電子零組件業,2020_2059
2020,186,138.26,92.2,30.86,4.64,46.91,9.69,15.52,8.55,2308,台達電,電子零組件業,2020_2308
2020,185.55,144.43,18.72,18.18,6.43,56.1,7.71,16.99,7.72,2313,華通,電子零組件業,2020_2313
2020,103.76,82.22,22.37,39.39,4.06,62.03,19.21,22.47,9.74,2327,國巨,電子零組件業,2020_2327
2020,203.58,177.18,35,10.44,8.25,38.16,3.85,6.23,3.84,2328,廣宇,電子零組件業,2020_2328
2020,160.02,126.56,17.06,22.61,6.22,57.2,8.83,25.15,10.32,2368,金像電,電子零組件業,2020_2368
2020,150.92,137.08,21.18,25.89,4.26,44.21,13.02,7.76,4.69,2375,凱美,電子零組件業,2020_2375
2020,203.55,165.04,104.75,25.88,6.1,39.85,13.58,24.39,13.93,2383,台光電,電子零組件業,2020_2383
2020,123.43,85.74,122.49,18.7,5.23,56.69,6.91,20.34,9.02,2385,群光,電子零組件業,2020_2385
2020,162.87,119,8.4,10.91,6.51,63.43,2.1,6.46,2.75,2392,正崴,電子零組件業,2020_2392
2020,165.61,139,13.58,13.53,5.83,39.71,2.18,2.08,1.45,2402,毅嘉,電子零組件業,2020_2402
2020,145.59,133.09,3.66,24.56,3.9,62.79,4.44,4.25,2.27,2415,錩新,電子零組件業,2020_2415
2020,195.94,131.62,27.38,37.24,2.38,41.6,17.96,13.95,8.06,2420,新巨,電子零組件業,2020_2420
2020,149.84,114.32,46.8,23.46,5.98,55.91,6.66,19.31,8.76,2421,建準,電子零組件業,2020_2421
2020,394.09,332.37,206.18,45.85,3.07,32.51,23.32,19.78,14.03,2428,興勤,電子零組件業,2020_2428
2020,202.41,178.12,14.86,8.99,13.21,42.42,7.35,19.08,10.41,2440,太空梭,電子零組件業,2020_2440
2020,152,108.95,16.22,10.43,5.23,47.11,2.73,4.79,2.73,2462,良得電,電子零組件業,2020_2462
2020,145.88,116.79,35.61,37.87,3.3,60.26,11.63,17.82,7.43,2467,志聖,電子零組件業,2020_2467
2020,225.49,185.24,19.02,28.69,4.85,35.98,12.48,15.06,9.42,2472,立隆電,電子零組件業,2020_2472
2020,297.56,263.35,38.42,28.14,4.6,35.64,7.47,6.77,4.56,2476,鉅祥,電子零組件業,2020_2476
2020,210.53,152.55,69.7,24.05,2.63,35.84,12.42,11.98,8.06,2478,大毅,電子零組件業,2020_2478
2020,167.01,137.16,10.16,21.11,4.45,38.75,4.73,3.5,2.45,2483,百容,電子零組件業,2020_2483
2020,306.71,198.59,37.82,20.55,3.44,31.74,6.25,5.32,3.9,2484,希華,電子零組件業,2020_2484
2020,201.8,171.46,49.64,31.58,4.74,44.38,20.27,17.56,10.36,2492,華新科,電子零組件業,2020_2492
2020,258.5,173.67,3953.02,26.45,2.24,35.49,11.87,13.13,8.8,2493,揚博,電子零組件業,2020_2493
2020,329.06,248.75,42.62,31.75,1.85,29.55,10.85,7.77,5.61,3003,健和興,電子零組件業,2020_3003
2020,167.6,126.19,71.07,13.97,5.34,37.7,4.68,6.72,4.11,3015,全漢,電子零組件業,2020_3015
2020,148.34,97.46,17.9,21.07,3.37,53.79,3.53,7.76,3.95,3021,鴻名,電子零組件業,2020_3021
2020,161.85,109.58,56.54,25.63,3.04,58.75,10.02,24.86,10.88,3023,信邦,電子零組件業,2020_3023
2020,232,181.02,88.01,20.78,4.97,34.77,8.29,12.83,8.65,3026,禾伸堂,電子零組件業,2020_3026
2020,129.9,102.4,35.7,18.39,5.26,61.51,6.06,15.45,6.5,3032,偉訓,電子零組件業,2020_3032
2020,126.82,105.75,15.12,14.6,8.51,57.42,6.05,10.48,4.85,3037,欣興,電子零組件業,2020_3037
2020,188.24,132.93,80.69,30.17,3.18,41.84,12.94,15.58,9.66,3042,晶技,電子零組件業,2020_3042
2020,146.59,125.96,74.36,20.07,6.35,52.08,11.03,17.45,8.46,3044,健鼎,電子零組件業,2020_3044
2020,206.47,154.76,48.28,17.32,4.84,42.11,6.79,14.04,8.48,3090,日電貿,電子零組件業,2020_3090
2020,177.01,141.61,14.34,24.15,3.86,60.05,4.8,7.66,3.52,3092,鴻碩,電子零組件業,2020_3092
2020,229.12,196.13,18.18,16.09,7.46,40.44,0.89,1.52,1.07,3296,勝德,電子零組件業,2020_3296
2020,154.47,126.8,21.24,20.22,7.65,61.56,4.28,13.68,5.42,3338,泰碩,電子零組件業,2020_3338
2020,265.43,235.85,248.61,23.99,6.64,29.85,10.98,11.47,8.01,3376,新日興,電子零組件業,2020_3376
2020,1787.69,1786.76,17.76,29.78,20.61,12.77,103.25,2.14,1.84,3432,台端,電子零組件業,2020_3432
2020,372.73,266.89,173.77,24.24,2.51,24.36,9.1,7.21,5.48,3501,維熹,電子零組件業,2020_3501
2020,284.98,229.12,198.22,40.08,4.57,24.91,16.4,20.99,16.03,3533,嘉澤,電子零組件業,2020_3533
2020,208.89,186.28,8.12,19.87,8.69,53.36,2.26,4.34,2.32,3550,聯穎,電子零組件業,2020_3550
2020,86.99,73.26,5.6,19.52,10.29,48.08,10.85,14.3,8.16,3593,力銘,電子零組件業,2020_3593
2020,153.77,122.66,10.28,22.77,5.58,55.67,3.22,5.84,2.94,3605,宏致,電子零組件業,2020_3605
2020,151.15,115.35,14.06,37.62,3.98,45.17,17.34,13.38,7.62,3645,達邁,電子零組件業,2020_3645
2020,431.17,323.76,82.97,29.18,3.27,37.21,12.38,13.26,9.38,3653,健策,電子零組件業,2020_3653
2020,252.34,229.36,42.75,32.03,6.55,48.28,15,17.17,9.01,3679,新至陞,電子零組件業,2020_3679
2020,153.23,132.47,17.6,23.4,6.15,59.44,8.31,19.94,7.65,4912,聯德控股-KY,電子零組件業,2020_4912
2020,125.66,88.98,15.02,11.89,5.8,67.23,2.85,12.96,4.15,4915,致伸,電子零組件業,2020_4915
2020,132.05,89.58,33.02,21.19,4.63,49.82,10.17,15.94,9.17,4927,泰鼎-KY,電子零組件業,2020_4927
2020,156.58,136.09,30.77,20.25,9.73,42.56,8.77,11.84,7.41,4958,臻鼎-KY,電子零組件業,2020_4958
2020,383.78,319.21,8136.45,33.36,4.84,19.89,14.31,12.31,10.18,4999,鑫禾,電子零組件業,2020_4999
2020,168.79,127.03,22.59,20.99,3.84,47.75,8.96,10.92,5.87,5469,瀚宇博,電子零組件業,2020_5469
2020,204.02,184.36,41.48,21.62,8.85,42.55,7.79,10.01,6.05,6115,鎰勝,電子零組件業,2020_6115
2020,129.6,115.16,19.83,20.37,9.5,47.93,10.58,14.8,8.12,6141,柏承,電子零組件業,2020_6141
2020,166.03,151.92,7.74,25.38,3.11,44.52,5.62,2.39,1.66,6155,鈞寶,電子零組件業,2020_6155
2020,157.59,112.48,21.3,19.31,3.72,50.34,7.3,10.88,5.62,6191,精成科,電子零組件業,2020_6191
2020,254.61,220,50.69,26.53,4.55,35.26,7.55,8.73,6.11,6197,佳必琪,電子零組件業,2020_6197
2020,424.15,387.13,95.56,34.34,6.17,32.46,10.64,7.92,5.79,6205,詮欣,電子零組件業,2020_6205
2020,186.44,153.94,45.27,19.47,6.93,47.85,10.49,23.89,11.09,6213,聯茂,電子零組件業,2020_6213
2020,242.32,212.83,81.03,49.77,3.53,34.77,22.67,18.16,12.64,6224,聚鼎,電子零組件業,2020_6224
2020,245.33,215.51,88.87,20.52,7.61,40.24,9.81,12.36,7.69,6269,台郡,電子零組件業,2020_6269
2020,140.75,117.99,34.95,16.83,4.89,60.54,6.66,13.63,5.83,6282,康舒,電子零組件業,2020_6282
2020,121.85,78.46,85.35,18.41,4.54,62.14,6.1,23.84,9.17,6412,群電,電子零組件業,2020_6412
2020,134.94,105.35,22.15,28.65,3.64,46.01,10.97,12.63,7.13,6449,鈺邦,電子零組件業,2020_6449
2020,270.15,224.46,47.52,23.71,6.02,34.29,8.95,10.51,7,8039,台虹,電子零組件業,2020_8039
2020,281.79,221.35,90.8,14.94,7.08,27.37,9.52,11.9,8.95,8046,南電,電子零組件業,2020_8046
2020,229.48,178.16,20.53,32.87,3.45,42.01,6.84,8.32,5.1,8103,瀚荃,電子零組件業,2020_8103
2020,175.03,156.53,23.36,14.65,8.28,58.57,8.37,15.44,6.61,8213,志超,電子零組件業,2020_8213
2020,171.17,150.06,60.92,13.63,8.33,36.23,5.6,5.73,4.02,8249,菱光,電子零組件業,2020_8249
2021,207.31,174.18,10.39,15.71,7.63,49.31,2.36,3.94,2.26,1582,信錦,電子零組件業,2021_1582
2021,723.46,668.35,266.07,52.9,4.3,18.33,32.68,17.47,14.44,2059,川湖,電子零組件業,2021_2059
2021,182.01,120.89,121.71,28.67,4.04,49.02,9.06,15.63,8.19,2308,台達電,電子零組件業,2021_2308
2021,178.03,133.76,26.88,18.09,6.03,55.04,8.15,16.71,7.72,2313,華通,電子零組件業,2021_2313
2021,168.02,124.78,21.06,8.26,4.15,44.37,9.97,7.1,4.25,2316,楠梓電,電子零組件業,2021_2316
2021,114.85,87.06,31.89,40.36,3.51,62.01,21.54,30.78,12.07,2327,國巨,電子零組件業,2021_2327
2021,186.19,136.84,121.18,10.94,6.33,42.05,4.8,8.65,5.21,2328,廣宇,電子零組件業,2021_2328
2021,203.89,143.64,22.03,6.22,4.75,34.22,1.85,2.21,1.55,2355,敬鵬,電子零組件業,2021_2355
2021,176.77,129.84,61.01,23.94,5.12,54.36,11,28.32,12.76,2368,金像電,電子零組件業,2021_2368
2021,133.92,112.1,21.85,22.74,4.29,54.76,14.76,14.09,7.33,2375,凱美,電子零組件業,2021_2375
2021,178.41,140.68,91.56,26.15,6.2,45.92,14.29,30.11,17.26,2383,台光電,電子零組件業,2021_2383
2021,127.75,81.13,159.4,17.59,4.73,56.96,7.05,22.04,9.57,2385,群光,電子零組件業,2021_2385
2021,167.88,116.21,7.31,11.03,5.37,60.9,1.54,4.28,1.88,2392,正崴,電子零組件業,2021_2392
2021,206.08,168.22,22.22,12.41,5.66,36.77,3.44,3.9,2.52,2402,毅嘉,電子零組件業,2021_2402
2021,164.2,78.5,3.19,15.48,2.7,62.25,1.09,2.56,1.35,2413,環科,電子零組件業,2021_2413
2021,132.74,118.33,7.27,30.46,2.83,71.76,12.6,13.12,4.81,2415,錩新,電子零組件業,2021_2415
2021,211.19,124.82,50.21,38.55,2.08,39.81,21.92,17.48,10.57,2420,新巨,電子零組件業,2021_2420
2021,134.48,94.28,21.78,18.7,5.18,62.09,3.17,9.58,4.1,2421,建準,電子零組件業,2021_2421
2021,383.25,299.01,187.71,43.19,2.65,34.68,21.21,20.24,13.49,2428,興勤,電子零組件業,2021_2428
2021,316.63,259.21,62.18,5.7,3.92,28.88,7.32,8.05,5.34,2431,聯昌,電子零組件業,2021_2431
2021,192.75,160.96,8.45,7.35,13.77,43.95,2.49,7.86,5.06,2440,太空梭,電子零組件業,2021_2440
2021,143.89,98.39,9.75,19.69,3.31,57.23,5.63,10.67,5.01,2460,建通,電子零組件業,2021_2460
2021,142.29,101,10.95,6.18,4.57,53.44,2.38,4.54,2.47,2462,良得電,電子零組件業,2021_2462
2021,152.86,116.21,53.9,33.93,3.59,58.44,12.52,25,10.36,2467,志聖,電子零組件業,2021_2467
2021,227.34,178.97,37.44,29.42,5.12,31.9,14.81,18.02,12.26,2472,立隆電,電子零組件業,2021_2472
2021,280.93,238.72,71.74,29.53,4.92,36.56,11.73,13.51,8.75,2476,鉅祥,電子零組件業,2021_2476
2021,226.1,141.89,108.14,28.42,2.38,35.44,15.09,15.48,10.06,2478,大毅,電子零組件業,2021_2478
2021,151.35,101.82,24.79,16.44,4.03,41.59,7.12,6.27,3.9,2483,百容,電子零組件業,2021_2483
2021,351.45,241.48,58.44,28.62,3.11,32.08,12.56,11.35,7.86,2484,希華,電子零組件業,2021_2484
2021,191.06,146.12,52.12,29.71,3.78,43.16,21.28,18.07,10.37,2492,華新科,電子零組件業,2021_2492
2021,245.32,152.12,6238.65,26.48,2,36.48,11.68,14.32,9.17,2493,揚博,電子零組件業,2021_2493
2021,300.33,195.45,95.72,35.48,1.76,33.82,16.35,15.1,10.39,3003,健和興,電子零組件業,2021_3003
2021,162.99,125.18,22.39,7.75,4.24,50.61,4.25,6.8,3.64,3011,今皓,電子零組件業,2021_3011
2021,171.38,119.37,85.66,14.56,4.56,36.03,4.81,6.4,4.09,3015,全漢,電子零組件業,2021_3015
2021,151.48,91.55,23.05,20.23,3.36,54.52,3.88,10.36,4.96,3021,鴻名,電子零組件業,2021_3021
2021,153.42,82.62,39.36,25.1,2.34,58.98,9.74,23.8,10.04,3023,信邦,電子零組件業,2021_3023
2021,235.95,169.34,161.54,22.14,4.82,38.02,11.06,18.71,11.96,3026,禾伸堂,電子零組件業,2021_3026
2021,140.92,95.87,28.38,19.04,3.82,54.85,4.61,10.55,4.54,3032,偉訓,電子零組件業,2021_3032
2021,162.81,138.05,56.75,22.63,7.68,61.47,12.93,22.8,9.34,3037,欣興,電子零組件業,2021_3037
2021,232.29,178.37,89.97,36.91,3.53,38.66,20.45,27.81,16.85,3042,晶技,電子零組件業,2021_3042
2021,127.19,96.48,75.21,18.89,4.96,54.8,9.3,15.75,7.42,3044,健鼎,電子零組件業,2021_3044
2021,195.88,132.32,80.45,18.45,4.38,44.99,8.05,18.7,10.67,3090,日電貿,電子零組件業,2021_3090
2021,132.52,93.33,4.29,16.31,3.84,61.44,0.75,1.25,0.64,3092,鴻碩,電子零組件業,2021_3092
2021,151.82,121.63,23.08,17.74,6.34,57.65,3.77,11.04,4.65,3338,泰碩,電子零組件業,2021_3338
2021,319.06,280.14,268.39,20.09,5.49,27.3,9.63,7.49,5.36,3376,新日興,電子零組件業,2021_3376
2021,3169.58,3168.11,94.68,32.45,30.67,10.74,155.13,3.65,3.26,3432,台端,電子零組件業,2021_3432
2021,322.48,198.84,89.64,19.14,2.43,28.56,6.19,5.81,4.32,3501,維熹,電子零組件業,2021_3501
2021,242.14,183.72,161.41,40,3.86,31.66,16.45,21.63,15.5,3533,嘉澤,電子零組件業,2021_3533
2021,197.37,171.86,7.25,16.49,10.1,55.81,1.69,4.26,2.24,3550,聯穎,電子零組件業,2021_3550
2021,167.15,130.54,13.85,22.97,5.77,57.02,4.81,10.07,4.73,3605,宏致,電子零組件業,2021_3605
2021,156.05,104.62,13.41,31.98,3.74,45.8,12.31,10.36,6.1,3645,達邁,電子零組件業,2021_3645
2021,293.55,201.6,50.86,31.34,2.81,40.75,14.07,16.65,10.33,3653,健策,電子零組件業,2021_3653
2021,212.47,194.28,37.83,28.27,6.64,51.46,12.56,13.68,7.04,3679,新至陞,電子零組件業,2021_3679
2021,213.15,183.76,30.5,20.9,6.71,61.76,7.33,16.42,6.67,4912,聯德控股-KY,電子零組件業,2021_4912
2021,125.22,79.09,18.09,13.09,5.32,66.77,3.34,14.98,5.24,4915,致伸,電子零組件業,2021_4915
2021,101.93,59.9,32.74,21.07,3.92,62.47,9.35,18.34,8.14,4927,泰鼎-KY,電子零組件業,2021_4927
2021,168.66,137.59,31.88,19.7,8.12,42.01,8.83,12.59,7.5,4958,臻鼎-KY,電子零組件業,2021_4958
2021,412.29,354.37,155.05,22.85,4.98,18.78,5.97,5.18,4.2,4999,鑫禾,電子零組件業,2021_4999
2021,158.47,124.39,46.35,19.71,4.61,48.4,10.28,14.77,7.84,5469,瀚宇博,電子零組件業,2021_5469
2021,125.62,101.99,6.61,13.89,7.01,61.69,2.64,6.84,2.97,6108,競國,電子零組件業,2021_6108
2021,203.01,175.1,36.44,15.35,8.78,44.51,6.53,10.51,6.1,6115,鎰勝,電子零組件業,2021_6115
2021,76.43,67.08,11.51,21.75,8.66,59.29,10.46,14.24,7.1,6141,柏承,電子零組件業,2021_6141
2021,147.69,134.23,14.63,31.35,3.06,52.06,10.11,5.69,3.14,6155,鈞寶,電子零組件業,2021_6155
2021,146.85,109.7,47.07,18.45,4.45,51.17,10.78,18.58,9.35,6191,精成科,電子零組件業,2021_6191
2021,283.6,220.24,116.65,27.22,4.29,30.49,9.96,12.47,8.43,6197,佳必琪,電子零組件業,2021_6197
2021,384.6,348.22,41.5,29.28,6.56,23.16,9.1,7.01,5.2,6205,詮欣,電子零組件業,2021_6205
2021,170.88,134.66,48.02,18.38,6.31,41.18,9.67,18.12,10.37,6213,聯茂,電子零組件業,2021_6213
2021,220.05,165.25,44.61,36.16,3.26,39.29,14.63,16.09,10.28,6224,聚鼎,電子零組件業,2021_6224
2021,228.07,191.75,147.11,17.8,6.44,46.84,8.1,11.24,6.37,6269,台郡,電子零組件業,2021_6269
2021,133.53,95.19,10.1,16.58,4.33,65.77,3.06,6.33,2.58,6282,康舒,電子零組件業,2021_6282
2021,124,75.24,104.37,17.69,4.22,62.97,7.01,27.4,10.35,6412,群電,電子零組件業,2021_6412
2021,141.48,107.11,33.94,26.46,3.34,44.54,10.85,12.95,7.31,6449,鈺邦,電子零組件業,2021_6449
2021,325.64,261.96,46.24,23.38,4.57,43.78,7.92,9.62,5.95,8039,台虹,電子零組件業,2021_8039
2021,286.94,236.09,406.21,28.5,7.23,28.16,20.26,29.05,21.03,8046,南電,電子零組件業,2021_8046
2021,270.3,209.85,32.37,29.99,3.87,44.52,8.09,12.26,7.16,8103,瀚荃,電子零組件業,2021_8103
2021,146.44,128.38,36.44,15.72,8.63,54.49,8.45,16.8,7.51,8213,志超,電子零組件業,2021_8213
2021,98.18,78.84,19.95,13.24,7.44,41.02,4.47,4.83,3.11,8249,菱光,電子零組件業,2021_8249
2016,135.77,112.76,23.71,13.62,7.14,62.4,4.08,11.79,4.65,2301,光寶科,電腦及週邊設備業,2016_2301
2016,153.09,130.54,13.03,34.82,2.02,36.89,2.94,1.15,0.77,2305,全友,電腦及週邊設備業,2016_2305
2016,143.61,120.61,13.48,4.28,15.51,67.64,1.17,8.08,2.87,2324,仁寶,電腦及週邊設備業,2016_2324
2016,152.96,119.82,-32.04,14.18,7.59,48.79,-2.93,-6.65,-3.43,2331,精英,電腦及週邊設備業,2016_2331
2016,103.24,69.53,9.02,12.51,6.78,65.43,3.14,12.65,4.68,2352,佳世達,電腦及週邊設備業,2016_2352
2016,126.98,89.89,-17.88,9.97,5.73,65.19,-2.11,-7.93,-2.75,2353,宏碁,電腦及週邊設備業,2016_2353
2016,118.86,91.12,12.83,5.59,13.29,66.82,1.16,8.06,3.01,2356,英業達,電腦及週邊設備業,2016_2356
2016,162.6,110.91,389.85,14.19,4.19,49.42,4.2,11.09,5.64,2357,華碩,電腦及週邊設備業,2016_2357
2016,103.9,61.13,2.15,30.81,1.95,61.65,3.02,1.3,0.95,2362,藍天,電腦及週邊設備業,2016_2362
2016,61.4,32.53,-15.22,19.88,2.82,62.98,-21.13,-36.11,-12.94,2364,倫飛,電腦及週邊設備業,2016_2364
2016,193.95,166.3,-24.78,18.91,5.08,34.25,-8.61,-7.89,-5.16,2365,昆盈,電腦及週邊設備業,2016_2365
2016,244.69,169.19,31.09,17.33,4.81,36.59,4.36,10.04,6.8,2376,技嘉,電腦及週邊設備業,2016_2376
2016,192.11,120.88,2262.92,14.63,5.54,46.72,4.78,18.57,10.08,2377,微星,電腦及週邊設備業,2016_2377
2016,328.78,216.13,-40.88,30.32,2.11,23.73,-13.37,-10.07,-7.77,2380,虹光,電腦及週邊設備業,2016_2380
2016,124.65,96.04,9.95,5.21,6.93,76.22,1.72,11.02,3.06,2382,廣達,電腦及週邊設備業,2016_2382
2016,185.57,154.2,47.62,15.25,5.91,40.1,4.11,6.41,3.78,2387,精元,電腦及週邊設備業,2016_2387
2016,185.23,136.28,615.17,40.75,4.76,34.13,13.54,23.3,15.72,2395,研華,電腦及週邊設備業,2016_2395
2016,323.16,244.42,-2197.64,11.58,4.01,27.82,-1.09,-1.42,-1.04,2399,映泰,電腦及週邊設備業,2016_2399
2016,354.16,300.3,-29.51,19.6,5.81,25.58,-2.37,-2.63,-1.96,2405,輔信,電腦及週邊設備業,2016_2405
2016,400.26,357.87,-51.62,50.56,4.27,14.6,-1.21,-0.71,-0.6,2417,圓剛,電腦及週邊設備業,2016_2417
2016,398.82,365.37,16.31,3.6,19.78,23.6,1.37,5.13,3.67,2425,承啟,電腦及週邊設備業,2016_2425
2016,151.46,51.7,6.64,17.58,0.52,59.18,1.37,1.17,0.58,2442,新美齊,電腦及週邊設備業,2016_2442
2016,95.92,47.86,-14.99,13.24,5.22,68.2,-7.82,-37.18,-13.11,2465,麗臺,電腦及週邊設備業,2016_2465
2016,723.64,639.32,129.11,47.45,2.19,13.05,15.24,7.03,6.25,2495,普安,電腦及週邊設備業,2016_2495
2016,182.16,144.52,243.83,27.64,4.99,41.29,11.09,15.03,9.3,3005,神基,電腦及週邊設備業,2016_3005
2016,186.78,138.91,43.31,14.22,6.49,37.68,5.99,10.59,6.89,3013,晟銘電,電腦及週邊設備業,2016_3013
2016,137.44,105.85,11.55,13.94,5.02,68.85,3.55,10.84,3.77,3017,奇鋐,電腦及週邊設備業,2016_3017
2016,240.67,201.11,57.99,33.9,4.55,32.28,17.89,17.75,11.75,3022,威強電,電腦及週邊設備業,2016_3022
2016,119.78,93.65,-42.39,22.13,3.83,64.21,-32.04,-51.55,-21.75,3046,建碁,電腦及週邊設備業,2016_3046
2016,227.88,157.2,-72.34,40.01,2.86,31.16,-12.28,-15.67,-11.05,3057,喬鼎,電腦及週邊設備業,2016_3057
2016,209.52,169.84,52.2,12.13,6.64,40.6,2.78,4.63,2.94,3060,銘異,電腦及週邊設備業,2016_3060
2016,114.28,81.25,3.4,4.8,9.46,75.96,0.45,4.36,1.48,3231,緯創,電腦及週邊設備業,2016_3231
2016,180.27,77.34,-6.09,21.66,1.4,36.99,-7.71,-4.88,-2.72,3494,誠研,電腦及週邊設備業,2016_3494
2016,98.69,74.15,7.01,13.99,5.74,62.95,2.32,7.26,2.77,3701,大眾控,電腦及週邊設備業,2016_3701
2016,171.64,126.78,178.24,11.49,6.61,31.06,5.62,7.99,5.74,3706,神達,電腦及週邊設備業,2016_3706
2016,123.86,69.07,10.63,20.18,3.55,55.32,6.05,12.6,7.09,4916,事欣科,電腦及週邊設備業,2016_4916
2016,143.26,101.05,32.88,5.45,9.71,59,1.91,11.83,4.96,4938,和碩,電腦及週邊設備業,2016_4938
2016,319.16,290.87,37.32,20.47,7.81,25.5,6.61,5.47,4.12,5215,科嘉-KY,電腦及週邊設備業,2016_5215
2016,106.11,63.89,-14.28,18.05,2.98,51.01,-8.27,-11.51,-5.53,6117,迎廣,電腦及週邊設備業,2016_6117
2016,89.27,71.72,29.68,48.38,3.42,51.23,19.62,20.66,10.67,6128,上福,電腦及週邊設備業,2016_6128
2016,185.33,130.15,34.95,43.54,3.11,41.93,4.51,10.03,5.66,6166,凌華,電腦及週邊設備業,2016_6166
2016,360.91,293.56,685.5,33.61,5.03,21.73,15.48,17.89,14.34,6206,飛捷,電腦及週邊設備業,2016_6206
2016,196.04,167.26,321.24,26.16,6.58,43.8,12.96,26,14.66,6230,尼得科超眾,電腦及週邊設備業,2016_6230
2016,279.54,247.58,8.77,17.75,7.59,30.31,58.51,70.16,44.3,6235,華孚,電腦及週邊設備業,2016_6235
2016,194.64,147.79,82.01,60.02,2.46,35.48,16.12,21.91,14.22,6277,宏正,電腦及週邊設備業,2016_6277
2016,142.64,110.46,44.18,19.81,7.07,49.18,9.6,22.47,12.17,6414,樺漢,電腦及週邊設備業,2016_6414
2016,106.32,73.84,11.96,43.01,3.18,65.43,17.49,29.58,12.75,8114,振樺電,電腦及週邊設備業,2016_8114
2016,154.2,124.72,17.95,14.95,6.73,50.84,2.53,5.38,2.92,8163,達方,電腦及週邊設備業,2016_8163
2016,170.18,135.97,104.81,29.75,6.27,42.73,11.52,21.57,12.61,8210,勤誠,電腦及週邊設備業,2016_8210
2016,181.17,92.68,-2.75,26.91,2.4,27.47,-1.09,-1.47,-0.74,9912,偉聯,電腦及週邊設備業,2016_9912
2017,126.59,101.88,6.58,12.91,6.79,61.17,1.23,3.44,1.55,2301,光寶科,電腦及週邊設備業,2017_2301
2017,369.47,331.72,1413.3,32.26,2.38,21.39,80.6,25.65,18.23,2305,全友,電腦及週邊設備業,2017_2305
2017,138.73,108.76,7.25,3.6,14.55,70.1,0.69,5.57,2.01,2324,仁寶,電腦及週邊設備業,2017_2324
2017,161.78,126.4,7.62,10.13,7.74,46.35,0.75,1.89,1.14,2331,精英,電腦及週邊設備業,2017_2331
2017,105.67,69.85,10.72,11.93,6.47,65.54,4.13,16.05,6.11,2352,佳世達,電腦及週邊設備業,2017_2352
2017,135.45,92.47,16.23,10.69,5.35,63.22,1.18,4.84,1.84,2353,宏碁,電腦及週邊設備業,2017_2353
